Period,Global_Factor_1,Global_Factor_2,Global_Factor_3,Global_Factor_4,Global_Factor_5
2002-11,1.4222488935797863,-3.2458039267251104,0.7957991724029279,0.29852085181934296,-1.1308218431560613
2002-12,0.7474707895390231,-2.732320714083602,0.934422763406999,0.009201504841929359,-1.1977423061977708
2003-01,0.5287443562460734,-2.670373889954198,1.1182995488754954,-0.150936436069078,-1.3002974649341181
2003-02,0.6596090781281146,-2.391808096244568,1.216508817946515,0.0044223441681117606,-1.813500887950543
2003-03,1.7361417164167237,-2.7660603046189585,0.8376887820724445,0.701248267091257,-1.5622260689305647
2003-04,2.6981949363234006,-2.797574668917714,0.6868855278511133,1.2333754435562327,-1.7972081753265992
2003-05,2.8914952542582086,-2.4908126219152695,0.6618685968749558,0.7634673654795241,-0.7804511519811176
2003-06,2.76924962881859,-1.8066008255640498,0.7387980076261017,0.6091169414435172,-0.05771875036782894
2003-07,2.465300517719699,-1.6644519293706632,0.9838360033048552,0.31751264335753193,-0.027468392483421176
2003-08,1.889044351038731,-1.428813182780914,1.6776061451910922,-0.09742271668850888,-0.9313609876943001
2003-09,1.940190242974234,-1.9027623904572746,1.5494378522356809,0.23109942780110618,-1.0776885399665068
2003-10,2.01593501960168,-1.984128945893955,1.706033790585171,0.3572312531095914,-0.8171708908983758
2003-11,2.396853826292591,-2.321626231902804,1.251380562263963,0.5402588255217627,-0.3443302448947439
2003-12,1.9245833216031996,-1.9973812107919033,1.6319343875100805,0.13470929771913567,-1.1279408657880026
2004-01,1.3560927739993107,-1.750177501892711,1.6098482153237685,-0.13334933967286924,-1.392121274201335
2004-02,0.8496639614818696,-1.6205052790003027,2.07284722982645,-0.5052470031576346,-1.9755209716992974
2004-03,1.0621973802574776,-1.6083526415501928,1.7481104426191303,-0.02193439906321924,-1.462712045183799
2004-04,1.2963006778990167,-1.2015234754158202,2.083055363044046,0.42719501921825676,-1.3331319969120037
2004-05,1.3938556061490985,-0.9294677210831528,2.0983376699457246,0.7704883187998414,-0.8009800841059094
2004-06,0.8559472042348244,-0.7095368141998118,1.9162460610281042,0.880357373131584,-0.6217219447289682
2004-07,-0.0762317110457193,-0.4263783360535259,2.41766955358188,0.48804237043379656,-0.7676811222448867
2004-08,-0.7275061840337802,-0.2889280310688134,2.4240802877430414,0.12350769612579918,-0.9515705708135885
2004-09,-0.5506102674294533,-0.5461177073802552,1.8726378173537492,-0.031075484112149825,0.19513001267862778
2004-10,-0.5692094234443569,-0.8925919970493231,1.4351858953184227,-0.15437736060166363,-0.048328772062208994
2004-11,-0.6096529606919949,-1.1074640845443662,0.6827350964073837,0.07802841671330962,0.433782968080912
2004-12,-1.9382234719135434,-0.8721901576675658,1.2165132626616604,-0.0794658869511724,0.07437879944853745
2005-01,-2.7177265810132654,-0.7693599868230377,1.2939420426743176,-0.35560070474436106,0.34392088166399337
2005-02,-3.1346472315596294,-0.6315208538214899,1.8432504403896541,-0.7597391853962973,-0.13787494940798786
2005-03,-3.195625262952812,-0.7005067911067835,1.8648096895564374,-0.865107631793096,-0.2594267349236022
2005-04,-3.084929898995263,-0.8244150725252368,1.8390547511159057,-0.9692240687088158,-0.5393625120345135
2005-05,-2.9698413370808474,-1.0263055006549178,1.5602546827002501,-0.5274384426194274,-0.4757365722355977
2005-06,-2.708853683628458,-0.7752255933406592,1.664367688492549,-0.35830909900405955,0.16205987927901258
2005-07,-2.5963950882832103,-0.4385752805346978,1.8083640936175405,0.0438481502091837,0.5606798995737696
2005-08,-2.820505775442127,-0.1176823297993791,2.219063107329525,0.530250189147678,0.8567034781845723
2005-09,-2.554057100106191,-0.5372513217888626,1.8773097168719903,0.5725906755561131,0.6006170739344704
2005-10,-2.7757477824759147,-1.3212248345735726,1.286221412001232,0.5763989262569209,1.6399538056313179
2005-11,-3.095059656233202,-1.5415842636944619,1.0013952571235727,0.3078162093664653,1.4688749654901594
2005-12,-3.299316793717268,-1.756930583365107,0.9040140969994322,0.2976632894734332,1.3194381668398711
2006-01,-3.4874154900349787,-1.111085613777108,1.4074251390460628,-0.26779536595086995,0.6231111696394221
2006-02,-4.070780219338709,-1.4143484980303953,1.092963898147571,-0.5244163952817971,0.70820906910486
2006-03,-3.890291212875201,-1.1586224166462022,1.2816473229673608,-0.63534351726953,0.5024584469925762
2006-04,-3.451539013612876,-1.542851138378884,1.1422333098106698,-0.5358084098871774,-0.29446147653718174
2006-05,-3.285877763643724,-1.2487921996647862,1.150729106143926,-0.4280429605585336,-0.19537765621881703
2006-06,-3.3296627063577113,-0.7639436023154024,1.2502760249776477,-0.3778730385361473,-0.06724762240095325
2006-07,-3.3448430255501647,-0.6720250608228895,1.398911358346625,-0.4879166380310167,0.5518550226388524
2006-08,-3.2259258672163384,-0.8039358693283375,0.45601519371582294,-0.741537672067966,1.0218429636231092
2006-09,-2.714396033420132,-1.631172487821493,-0.11035630762879865,-0.7553554069708359,1.80299877764245
2006-10,-2.2601781254701616,-2.3821039111267313,-0.7883846952795688,-0.5557982352029137,2.5130597642123473
2006-11,-2.503780908000825,-2.264416403657305,-0.680819432530992,-0.5037497682269984,2.4375748367700667
2006-12,-3.023286001964431,-1.9814327276414214,-0.39803277902177076,-0.9864342471368042,1.232182924081709
2007-01,-3.3313800571588423,-2.0264148518215985,0.4782399359410102,-1.0562883503173592,0.47149342050102366
2007-02,-3.660832584791404,-1.8044508512514235,0.7767719833578727,-1.3077866383345842,-0.38272476921640847
2007-03,-3.7679316017039315,-1.4033608144094893,0.8576727301750896,-1.2144623537299752,-0.7139778277166079
2007-04,-3.315203798096248,-1.470267009941583,0.49823632195855544,-1.314247028459693,-1.010887125648669
2007-05,-2.891438367490343,-1.4686926234929913,0.6682296992375751,-1.1891795325174082,-1.2870359278422159
2007-06,-2.2063757871660457,-1.7107505516374801,0.6311218365529703,-1.0215030152558702,-0.9149112207875143
2007-07,-1.7902030656887242,-1.6862895710427344,0.4919755311010225,-0.7581099278329023,-0.4591849924045035
2007-08,-1.1673891421648344,-1.60055280248184,-0.0916816958685619,-0.27502079525969775,0.31630862514493924
2007-09,-0.2868297515446269,-1.7603897449852492,-0.7764464500516259,0.6163900827459329,1.2784614567401829
2007-10,-0.22095927803348847,-1.4852832174842916,-0.6749711147453585,1.0909582824018829,0.19275576613567227
2007-11,-0.3966847481950912,-0.8598530468412637,-0.15684141257137693,1.0133034331714639,-1.1221807375381252
2007-12,-0.4184304679788788,-0.39672888920450866,0.5478498558811944,0.44256307853677546,-2.4523574447134657
2008-01,0.1729190845102397,0.2806793969656382,0.6368551893494181,0.13231789895977236,-2.1364806434404664
2008-02,0.3262085273482085,0.5109529238609745,0.5091106492436189,0.1357194933881326,-1.9039104275868681
2008-03,-0.037478533808791424,1.027710925357978,0.4115288362432389,0.12813853600930505,-1.6814467062588716
2008-04,0.013497576703394598,1.3526963469699467,0.3290053922366663,-0.07835294720059739,-1.9952638687827666
2008-05,0.4754131009617892,1.8668665561797293,0.2867968327647339,0.18724244373911422,-2.1885918056044353
2008-06,1.0341829232953423,2.437828091643197,-0.10047325730762878,0.3691049042686232,-1.964318633387886
2008-07,1.381514628359445,2.4668044773920093,-0.46614229757533593,0.7463317500583728,-1.8072608653699964
2008-08,2.1983438031977776,1.90937868938024,-1.1940842270435266,0.7196662645157059,-1.465395126926765
2008-09,4.846555849372647,0.4566378787250515,-2.3665341574675325,1.5639568187132842,-0.6461931626304577
2008-10,7.441902016599533,-0.752211603545063,-3.4809034304217903,2.2094283046851015,0.31592506718978647
2008-11,9.01258478802257,-1.7700506095453024,-4.174382030002991,2.875740568620034,0.8974857164557205
2008-12,8.756827039920156,-1.9306670845597513,-3.641299537075889,1.8015152019937957,-0.5812903499122017
2009-01,8.433552300325555,-1.514316252529023,-2.4192402833870177,1.0587945735051802,-1.210689989510342
2009-02,8.695751770018843,-1.8611489336318787,-1.8440331720158358,0.8325695597104237,-1.2875685366040444
2009-03,8.941409161200434,-1.7325283407303445,-1.149762879586379,0.7516427915355799,-0.7487275269039534
2009-04,9.155271977616817,-1.1750864298637493,-0.9530566861511599,0.4235875879140021,-0.39287040937754797
2009-05,9.221871418483566,-0.79488558866045,-0.1073983160850302,0.27983594222767055,-0.5535125921138481
2009-06,8.983912543424553,-0.7637626957125512,-0.33856294046076335,0.5453860165645542,-0.32094173439194085
2009-07,8.995187461740574,-1.2658646208163522,-0.3306071144042266,0.6889343077257386,-0.7965224047111511
2009-08,8.44796605699416,-1.1629858732942397,-0.3547204670210902,0.517794150061424,-0.43832161077385345
2009-09,8.757765122464319,-0.7674565569261079,-0.08125333886939116,0.6420665326303687,-0.5111470739132506
2009-10,8.344045010125317,-0.5083688765681001,0.05281360498100199,1.2852661472459073,0.4890988467468331
2009-11,7.872412457427898,0.19806531252795792,0.9928195719131612,1.612646231330479,-0.17605642471792687
2009-12,6.649009350371164,0.7631459735948392,1.3346961759953684,1.3215103927732994,-0.9031620278826998
2010-01,5.308727668231844,1.5525451400823318,2.0426925507585967,0.44233069528972263,-1.4070721045352232
2010-02,4.016157132955038,2.25927994792904,2.0672200520954918,0.1209465536100089,-0.158055523254277
2010-03,3.6816114691810697,2.488163523214959,2.741891752664746,0.22933757595170834,0.04825389797828153
2010-04,3.5338482094359365,2.378765512608393,2.562121963463834,0.40265363511044017,0.32879174301091757
2010-05,3.5286304408012263,2.2762495114183796,2.4658815327024834,1.0089597994212116,0.9443582354344338
2010-06,3.1805644574078826,2.3112765346631816,2.231888048709315,0.8672705700207092,1.4600568566798042
2010-07,2.306875544650345,2.2004051115446277,2.2113621299213495,0.46608124571832865,1.8010409309503643
2010-08,1.3215775068890054,2.559052412696843,2.016311265681343,0.17995608131521554,2.2084419259329637
2010-09,1.497622287079704,2.114399991065679,1.762978056921641,0.6842064369318182,2.233996541948387
2010-10,1.9626679197056291,2.313735303788618,1.9020856986279342,0.9614874369182198,2.5723301505184955
2010-11,1.7621671255206415,2.744041211771854,2.1615419750654308,0.8791537830362242,2.3452615142863653
2010-12,1.733973280805113,3.476152354671984,2.8504688216633065,0.9882266710877731,2.038115953814546
2011-01,1.467534656833612,4.4877517464696774,2.9692636075462517,0.7710273041131662,1.4728199362114343
2011-02,0.8890230043719203,4.858187251171888,3.395951105883118,0.40686546144684926,0.534878283871356
2011-03,0.5041955631026473,5.160534888085641,3.3351686556996865,-0.003325048140806679,0.3417452736957382
2011-04,0.5322276451119338,5.414330748191164,3.3038308067555175,0.002246091742958314,0.06739320303760225
2011-05,1.2477964111590407,5.801227625156417,2.4455036447279292,-0.11566977850338175,0.5120377220256309
2011-06,1.775812536960488,5.836744424738014,1.984847971175744,-0.17703717629133423,0.9745790431996636
2011-07,2.504115401480897,5.02303953447819,1.375558447978266,-0.16771768589991923,0.9647973490564078
2011-08,2.773790384601649,3.8879393205980586,1.190514703278512,0.5342815017924541,1.106076360004063
2011-09,3.0462290503917706,3.2054489495069554,0.94775962952084,1.1915312460059269,0.5809398923611746
2011-10,3.172467078162086,3.0872408163839458,1.253788357427353,1.4085671627456824,-0.143966654517334
2011-11,3.123612496765438,3.323409608775933,1.0287596217367496,1.5551129160216333,0.16971005067177428
2011-12,2.614233180368563,3.556705011363194,1.2133738792496633,1.1418197013699465,0.1271010811353043
2012-01,1.960864658686959,3.8537758128013686,1.0606597040227281,0.3651552603974532,-0.08138406248774602
2012-02,1.452468061791202,4.219698477859698,1.2595133455656182,-0.25070037387539745,-0.5660124692210957
2012-03,1.2700767591894488,4.227205227649975,0.9362207417036157,-0.21425501901736285,-0.4764856541474472
2012-04,1.6432436668764692,3.244887372623418,-0.2896833259076486,-0.12649660519001768,0.43504987694864966
2012-05,1.8963167080226178,2.989226597003573,-0.8094389014904193,-0.3292332752575805,0.7311787009744329
2012-06,2.0560436073911723,2.7944563917716714,-0.9207281384312783,-0.201625214994899,1.055723763600566
2012-07,1.7061926844838282,3.124930415239662,-0.010356264845588032,-0.7349605329355746,1.067963431392152
2012-08,1.2857204868034848,3.6925682083399876,0.3617356438120613,-0.8314703872924296,0.9668094417482678
2012-09,1.464998738706817,3.6927496213298374,0.8535989537117107,-0.49728102069596236,0.4614246953449769
2012-10,2.0394106126808835,3.5313204671330394,0.13502112016229562,-0.019262423229703833,1.019975721123625
2012-11,2.296951024152767,3.686462661017013,0.3088738763543212,-0.14249336024908876,1.2069178482271485
2012-12,2.523166255376644,3.6516651144362133,0.0768531980831089,-0.3575333820138969,1.0752709126690414
2013-01,1.3546296822717236,4.0629838722179255,1.0423929113635075,-1.1798911638802856,0.32385570861175544
2013-02,0.931870441614226,3.716205626857041,0.6858065145468429,-0.9141699990498311,-0.0816441635319507
2013-03,0.5239384142051879,3.452800119365546,0.7712481025591794,-0.7072968323649165,0.27479866655779267
2013-04,0.9076767229857867,3.08594637615667,0.24975581062724722,-0.2182824311847888,0.37214850354071527
2013-05,1.9088510295521526,3.214138549187559,-0.30134748973587255,0.07467191414562002,0.9538256778030217
2013-06,2.1299691136886665,3.5836248547778564,-0.027216793182381523,-0.12645233902246872,1.0320523676965494
2013-07,2.4089319620661636,3.6544197801055263,0.0071700642227192106,-0.6998021193810282,0.9950723723612429
2013-08,1.9551351613965016,3.4973204756824936,0.2462033930184269,-1.2800428025047654,-0.014695417057255512
2013-09,2.1955586112923897,3.4652125777427054,-0.495924995224892,-1.4799466857178796,1.174190899522537
2013-10,1.8097690689103672,3.558431654527347,-0.34455223680289543,-1.3900620335723208,1.3069464208412775
2013-11,1.6910173445543726,3.5365187983992317,-0.5097520981387819,-1.118016442176931,1.0536330902014899
2013-12,1.2930626053053431,3.68435760006096,-0.5683392648505275,-1.5617515401340931,0.2889592429503612
2014-01,1.0415530364025676,3.868239441466472,-0.7721551255134695,-1.5889845140374605,-0.16369933412659132
2014-02,1.2007274753804205,3.836390064442374,-0.9108348079369734,-1.6045459843680943,-0.4025961880057132
2014-03,1.1241236225073026,3.96214612097743,-1.0367748847571607,-1.6257989650047908,-0.8379253896596875
2014-04,1.1794483553483286,3.8046354015570065,-1.334636210732656,-1.6380293990845476,-0.3454519973957603
2014-05,1.1569964669407289,3.730046812612507,-0.9678519239576481,-1.8934561533017327,-1.2143456865815507
2014-06,0.9776986858906264,3.843341915551767,-0.9192721897932847,-2.1059458638226607,-1.038681718144155
2014-07,0.41713372322466985,3.686980855883632,-0.33313272927826343,-2.5763309989491465,-1.5246945838450576
2014-08,0.5395113141916359,3.680736837060389,-1.3299933005618525,-2.35919946863162,-0.4625742150660673
2014-09,0.892604329174589,3.4092516706609146,-1.1398796411906476,-2.01391624330969,0.012565811289303324
2014-10,1.0741445667969605,2.8432870364294374,-1.660035328974158,-1.374991477822656,1.395699756252052
2014-11,1.1994823429320434,2.226040830479617,-1.9204272109852807,-1.0778542140843437,1.2569014157281473
2014-12,0.7061736959161099,1.802682927926345,-2.080963137385607,-1.849139306516105,0.7131711728732111
2015-01,0.39395437726287036,1.6973931782552112,-2.2286940320047477,-1.9888683188231078,0.5051903721009895
2015-02,-0.11091202959791627,1.194339008368182,-1.4162898677273674,-2.1718456262298735,0.5403812159778175
2015-03,-0.028985066766051747,0.9215929612329347,-0.9653201737954565,-1.7941193876149464,-0.0013467599410334349
2015-04,0.13427086552601117,1.1346808425761812,-0.5966839719698445,-1.9217324737151973,0.005639308520853596
2015-05,0.6530744941402118,1.4046869655770426,-0.04973455910399623,-1.5372696300025777,-0.7787088958549794
2015-06,0.848406998510377,1.2406353199719296,-0.07374589674200034,-1.3879238502381013,-0.7408587089335456
2015-07,1.5443750048857794,0.39323536642705026,-0.052626808990699256,-1.238906169209078,-0.7494335206700082
2015-08,1.1460574728302124,0.058906890216045935,-0.2624041343036281,-1.4217655738351882,-0.4822576358597187
2015-09,1.3506462058794615,-0.2920739278095167,-0.1774079186709717,-1.3574657437878195,-1.0849556439672894
2015-10,1.2149305896937606,-0.49659969716161595,-0.7800025764427667,-1.548364913247701,-0.37098206208311757
2015-11,0.6762485991962691,-0.4982971849491962,-1.1648441928198452,-1.555789714405665,-0.5944603093588411
2015-12,0.3594648069057235,-0.6819034097704499,-1.4262409828848095,-1.5149874018424978,-0.07830711008843384
2016-01,0.11573369947701034,-0.6510646984321858,-1.1945377060514006,-1.755756728732328,-0.6574752929510977
2016-02,-0.3650206528790394,-0.5508887412109011,-0.7328639221714864,-1.7534502584035452,-0.8186906312116519
2016-03,-0.5802693034726818,-0.11688166748974868,-0.8711524573245126,-1.936336803133567,-1.1943553985880284
2016-04,-0.9967240065204781,-0.3946490850090468,-0.07971362859963224,-1.7014835692263672,-1.2761836952705417
2016-05,-0.7137924028451227,-0.27583677840813653,-0.09112249187195016,-1.5475077500823837,-1.5406784222206302
2016-06,-0.730739029404752,-0.3854118903220424,-0.3514517538007212,-1.3789200703833122,-1.6828483695315202
2016-07,-0.6146799405556421,-0.22082645314818622,-0.3009589228754986,-1.025660046282258,-0.8677421431854344
2016-08,-0.5196642887921271,-0.08679335621234681,-1.0921793276058864,-1.0223367142238737,0.6738304372724178
2016-09,-0.2541049623448149,-0.30644243390714715,-1.1981092544336,-0.7708775939123251,1.339667027019434
2016-10,-0.3987050634944103,0.03358534578208208,-1.295140245664146,-1.3265529420226037,0.6977313553239923
2016-11,-0.5239670186770614,0.8458020467297169,-1.6079723461312005,-1.5203992725684625,0.36018648626956756
2016-12,-0.8458540404747849,1.6142571841441924,-1.1672359673650599,-1.631252175855147,-0.009012657644526937
2017-01,-1.2772294063690453,1.992491956996346,-1.2540560124311282,-1.7974231371725338,0.3603422164518369
2017-02,-1.7156272890955802,1.9684748619618793,-0.9611028262275133,-2.007354061848396,-0.5081885507613091
2017-03,-1.887048550767915,1.987018571051453,-1.1352464593674358,-2.181687905246983,-0.7025314844977435
2017-04,-1.289393062128321,2.19934124096424,-1.2114094287597472,-1.8695594236226774,-0.44168442869647057
2017-05,-1.5328126570962342,1.9812883460478445,-0.9635499106693042,-1.5137756427507383,-0.30644939245957337
2017-06,-1.2732356441523602,1.5722229004001382,-0.5910691123643106,-1.3032780967152733,0.02620957499257172
2017-07,-1.3499219866703187,1.2354955775081387,0.036474840115291736,-1.121297515049422,0.4770483240939448
2017-08,-1.627911749394028,1.0318750717016645,-0.14535613234285563,-0.7679930551681763,1.3582783933574867
2017-09,-1.6147650318630198,0.6513423084585503,-0.4145100010401038,-0.49463683858274227,1.3583029027702176
2017-10,-2.305533405669913,0.6691231456930457,-0.8725043416985775,-0.425817680089274,1.5554852828544534
2017-11,-2.4821795044604222,1.0425174081336475,-0.38524052171563494,-0.656565524160676,0.6900122845334703
2017-12,-3.2202031155571222,1.2869602287475252,0.0942371320973711,-1.0594759989226563,-0.0011107739718485663
2018-01,-3.131142602166268,1.3755218198577592,0.2023620857582038,-1.3125304402648457,-0.39687755043152867
2018-02,-2.7280923292114307,1.1149950124773458,0.2341617773064258,-1.2329635138047281,-0.7292798047082808
2018-03,-2.4235215970808848,1.1892220161377407,0.1815505951265693,-0.8570024694132031,-0.654283623210489
2018-04,-2.0811161058030714,1.6897028169346298,0.036337488248654716,-0.6333171238230602,-0.5696643995043729
2018-05,-2.396391275604386,2.043829648400172,-0.36156368495297286,-0.5587454230614112,-0.43111263375100284
2018-06,-2.6373504557114984,1.8905340432561544,-0.5557135412525825,-0.7291210064714028,-0.5210730056990338
2018-07,-3.235740918405651,1.7408331942277924,-0.156872209753759,-0.6876678079159307,-0.21527352624969695
2018-08,-3.280948302564801,1.2072559794061322,-0.41694542588703354,-0.6879060647768193,-0.1209589239579632
2018-09,-2.7898551813161854,1.741629747564319,-0.5149413725947617,-0.5786791026696803,-0.28367861537818234
2018-10,-2.078724406803378,1.5074377106117285,-1.0121031361866928,-0.9737991793170548,-0.24779645273973405
2018-11,-1.4738443181529213,0.9033386864969809,-1.524301415776004,-0.8294139183004033,0.23703376217601566
2018-12,-1.4061357680440918,0.21576789406538652,-2.003489176960005,-0.684409621386939,0.04632064511304442
2019-01,-1.9427806491719608,-0.05300682778791471,-1.921918112229969,-0.5874541557811136,0.11250171511127663
2019-02,-3.1551001001021315,0.15253930696976017,-0.8855890244009678,-1.009180413310738,-0.5374524158043343
2019-03,-3.254449194169696,0.31932969225744257,-0.15741143634553667,-0.9440202191379811,-0.15890183186125872
2019-04,-2.5666283741151554,0.6185971286154789,-0.019878757933186005,-0.6026060804143506,-0.5125143017794499
2019-05,-1.8254094744824756,0.7172096501909502,-0.9701322630707864,-0.40662115178774955,0.2304797267734531
2019-06,-1.6382467012961666,0.4744711165207321,-1.2172831229101098,-0.30310749673441734,0.6474320229385259
2019-07,-2.1499448872218987,0.5902211598930655,-1.754433120478891,-0.9202127367489947,1.000749974361239
2019-08,-2.4271726540170913,0.19651282817098645,-1.5258234886122584,-0.6628328616319761,0.9248486966675631
2019-09,-2.2105296780957913,0.16255855428831864,-2.207164523319158,-0.032778270568120355,0.8602572462624288
2019-10,-2.070098861923215,0.17333771392588182,-2.560737615958952,0.23271008592973919,1.3391006843409974
2019-11,-1.4315949569720754,0.5735217368181227,-3.2624376780822018,0.4288686124578228,0.915400595111809
2019-12,-1.3967429854468547,0.07606172097741629,-3.1425715080478045,0.1404198298136316,0.1569424166264781
2020-01,-0.9076503456410693,-0.5016863408526424,-3.1645377304072078,0.3281374370793922,-0.5305884857175354
2020-02,0.699861113207768,-2.2876480809337,-2.8024164963763516,0.4000955813327746,-0.6531040315003499
2020-03,2.954009116855487,-3.358076216735733,-3.7104086050063,0.08885890758090194,0.48122070693893787
2020-04,4.254410253970921,-3.7382428768545535,-3.7936673711089783,-0.2112350679373707,1.6715192977769864
2020-05,4.2309677693773,-3.418654973679383,-4.0923109219021425,-0.5230610111564284,2.0352486810418564
2020-06,3.1894703080745983,-3.5716418185933274,-2.816703326647875,-0.6078590708913895,1.262497095114088
2020-07,2.501011131621226,-3.521787034597051,-1.9155758050048297,-0.6419232101117844,1.0113203340256345
2020-08,1.527401497508032,-3.235374697867906,-0.7828776635608979,-0.8478938921903991,0.23533443036901366
2020-09,1.8012943886910986,-3.1201304081957772,-1.180732466454326,-0.7780485380737695,0.23381136443024558
2020-10,1.6551126815303903,-2.9972268731161837,-1.4283089641296924,-0.659491930057778,0.4499196953900319
2020-11,1.233551471239144,-2.8362996201288286,-1.4385864073885877,-0.6591768653387523,0.6048502684608265
2020-12,0.8662647391014828,-2.585117776652996,-1.0265260486019097,-0.6545063863976459,1.5650963554909896
2021-01,0.37651355439160666,-2.3704082880750343,-0.9907726566563199,-0.5095911159615917,0.8650836248544148
2021-02,0.7657662188351314,-2.059627967131128,-0.9785082590234386,0.05217293105372902,1.0277874100068176
2021-03,-0.08749583095838803,-1.6414000646844624,-1.0696646531012257,0.7908389929214453,0.875491158647928
2021-04,-0.04092226840607077,-0.4382007242894432,-0.7709408250085352,1.8280181158365132,1.2316822258387992
2021-05,-1.0686988730461862,0.2579207377305082,-0.17513340669869681,1.7442700567467804,0.8390726568592356
2021-06,-1.7005764957710392,1.1717140622815974,0.36629393575313846,1.6089576516291333,0.4182472705356515
