Period,AUT,BEL,CAN,CHL,COL,CZE,DEU,DNK,ESP,FIN,FRA,GBR,GRC,HUN,IRL,ISR,ITA,JPN,KOR,LUX,MEX,NLD,NOR,POL,PRT,SWE,USA
1999-01,2.095372455061737,1.251038875240695,-0.7450490127147252,,,,-1.1140398085550858,-0.06942433564322506,1.0071104241615896,-1.5989440779580846,-0.9331159080246844,-1.8828637561395785,-1.2674546782483613,1.5265118104517978,0.6281457661193963,-2.213826238126642,1.4126802579557152,0.7622549609739798,,0.9718092594361266,,-0.3069941609275795,-0.1464197925898855,,-0.949327036215669,0.10522170956873549,1.5146316400074065
1999-02,1.5033300955599478,1.423243798325219,-0.711143893686863,,,,-1.1308750693280563,-0.21661389693100114,1.1043482520088261,-0.6685424470651808,-0.8139652695304912,-1.7913331539915696,-1.0164998504228275,1.5265118104517978,0.5782388007857138,-2.213826238126642,1.4244960086322807,1.0513085802941233,,0.9718092594361266,,-0.07621617330861373,-0.34185929853506825,,-0.1049428813363372,0.2634733079286087,1.4710705298258198
1999-03,1.5033300955599478,0.6249320632026338,-0.5367530497342593,,,,-1.096879388374041,-0.2005034768946998,1.061433609312646,0.21998773924305282,-0.8264533039122933,-1.5822877934590687,-0.849396688296127,1.5744422695067453,0.5526779401014615,-1.9907538969575984,1.4839967187336476,1.0200470418792207,,0.9718092594361266,,0.30668571701429953,-0.19652864485402718,,0.7066949201694616,0.3888560483764384,1.394716531242516
1999-04,1.5033300955599478,0.6354790267427803,-0.3305134481114117,,,,-1.1720249127902567,-0.2636758189008814,0.975225086883673,0.20503467685115717,-0.8990574144598378,-1.4095767228029956,-1.3692653509951584,1.439934062093028,0.533917405960933,-1.9741933742044482,1.4464477642526095,0.9725546212613226,,0.43132969721018954,,0.1373961549356927,-0.19652864485402718,,1.4484371679377483,0.3782999533062924,1.3069829714028995
1999-05,1.5033300955599478,0.12738685221719984,-0.1059311014933179,,,,-1.2365631488634943,0.5734055636770302,0.79106380043157,-0.7671684531413067,-1.0066652859352632,-1.2981074701662745,-1.6027748388139813,1.4215369772477557,0.5199194131530676,-1.9599964394938436,1.3964020330463052,0.8667604683553143,,0.47705640118390685,,0.14901043961997162,-0.2034922357471251,,1.3932579216892709,0.2524868885178781,1.2045695549914524
1999-06,0.2782517960453621,0.27646603944690246,0.06265404498343802,,,,-1.4131581074168864,0.704633351668607,0.7228385210944953,-0.8572520836374599,-1.0088015272251734,-1.1569747655749,-1.6858712355259804,0.5660212672626317,0.4287469279777721,-2.040823658662992,1.3964020330463052,0.8969484363237499,,0.5068327371322953,,0.06134360106170643,-0.13502989289842257,,0.4715596134196939,0.39071074636174374,1.1885448831538947
1999-07,0.2782517960453621,0.3496730098593298,0.2592656534864464,,,,-1.3608089583119656,0.7787383000897664,1.1679725676203316,-0.057605599980500924,-0.9099121127183316,-1.1428791978850554,-1.644050896214721,-0.1348952388712532,0.4037765014524138,-2.000675817283795,1.3964020330463052,0.7776474443685613,,0.2639842372461982,,0.4742918197219572,-0.13502989289842257,,-0.36880964374462255,0.5250197597125452,1.1570710794459598
1999-08,0.2782517960453621,0.9661413136270601,0.4849436785679307,,,,-1.3415071052622236,-0.1492642748461695,1.1970883039964335,0.8385915633283112,-0.7878164308540996,-1.1099312470146023,-1.607243965638996,-0.08877439711935577,0.31778644351225205,-2.0268848819927694,1.3681478165518497,0.7885039876734521,,1.345072576467725,,0.6908299241008065,-0.1700397631198533,,-0.48811314784655035,0.5250197597125452,1.1629665606478616
1999-09,0.2782517960453621,0.6311148877274387,0.5931448289349284,,,,-1.2991860291687605,-0.6171406289102819,0.6109841242133097,0.9262198617008784,-0.7103452145947384,-1.2173047033709739,-1.5892849229473842,0.6205222082771216,-0.39689454765121046,-1.917511568948654,1.3681478165518497,0.8980691352963925,,0.08265167598309257,,1.0335562529898716,-0.3602364408609911,,0.3802023999395557,0.5250197597125452,1.1447223555281203
1999-10,-0.02088735035636589,1.020213265220383,0.7231903377893135,,,,-1.2788227677213837,-0.9789744975755433,0.12122807291248983,0.8653627522827583,-0.7525949379875082,-1.2173047033709739,-1.5919630915432799,1.4434102644690503,-0.39689454765121046,-2.097262724503723,1.3430028115010009,1.2557322213874866,,0.26183313747106773,,0.9044854910731309,-0.3602364408609911,,1.2689873107761298,0.7013764867446434,1.1767536917833115
1999-11,-0.02088735035636589,0.848931645595035,0.8221890976923926,,,,-1.2953292067715572,-0.4569931052079436,0.14154702556874324,0.005359722695245126,-0.8329802551534744,-1.139720908241014,-1.5597304134913577,1.3889154256644596,-1.147509462297467,-1.7663522571955115,1.2651132929149715,1.4928373233856396,,0.24621225284007245,,0.9044854910731309,-0.44362904918461604,,1.3655669356633893,0.5827746662364789,1.1772487163836314
1999-12,-0.023066260861504415,1.1447138823682594,0.7788679269790083,,,,-1.3408265729250344,-0.35230529488380136,0.6700357115597969,-0.9346864462465073,-0.7298108792598451,-1.1933031022809417,-1.6082131681346572,1.3823587372354291,-1.2062767797087175,-1.7663522571955115,1.1976285533253397,1.5080662348503868,,0.40345597631495944,,0.5843982652215916,-0.5966266726883394,,1.3584818718829568,0.4028228997094466,1.153473187099312
2000-01,0.012298076392942581,0.5609026400089168,0.731307931440518,,,,-1.393133073853857,-0.29539769724996057,1.23325361764647,-0.6650069264250933,-0.6330901524270847,-1.2602799743866187,-1.1653206708787247,1.263762759139602,-0.5268789575838986,-1.7663522571955115,1.096971487255059,1.3346300817310257,,0.48408362320942866,,0.3975438408306913,-0.6528289653321483,,0.45863129880846465,0.33193800005693297,1.1481531917059271
2000-02,0.2551604824755015,-0.049782829543673565,0.746082923313754,,,,-1.392764649465275,-1.0667295001596582,1.3245823934556393,0.3447972477968026,-0.5536485996826901,-1.3593385281256187,-1.3041816540412896,1.2948438635744721,0.30999813569086676,-1.445090227003773,1.1240615495670074,1.0957069587218595,,-0.64451577847747,,0.3090125040959459,-0.6439465819512911,,0.4658711787098245,0.5253081749350654,1.2224001933768782
2000-03,0.2551604824755015,-0.3032620810329876,0.718759353108732,,,,-1.3661442610734302,-1.2323326430341242,1.4103338983849887,1.3769517088623164,-0.5378557372655064,-1.4801537821666213,-1.4774626486176803,1.4154231091196525,0.5306462511421804,-1.0539487308932383,1.1633723206692637,1.0699254937944769,,-0.7197623447348019,,0.4120946285819303,-0.8117254815392273,,0.5010434256079639,0.6203003875643718,1.387023047270366
2000-04,0.2551604824755015,-0.37694878734844345,0.6878346151302352,,,-1.5985165032925843,-1.4093459898922438,-1.4934375365200034,0.9149877888713935,1.5003905551385417,-0.4526152507032185,-1.4396157772251235,-2.0223684062166742,1.3943653022779872,0.7338146159945488,-1.1085957676587825,1.2739891759547053,1.0564127518746158,,-0.7348129266589971,,0.3669691895282134,0.013912693044447167,,1.486710055451619,0.7963795334470908,1.4906926285027209
2000-05,1.0575397851603396,0.2564633966914629,0.6644775661102225,,,-1.5985165032925843,-1.3507734684243122,-1.538154062632991,0.9765035007570098,0.604200096252452,-0.4282658874979157,-1.3047046767278982,-2.4734813939108897,1.4315505567935778,0.877743266815134,-1.101218486355989,1.271102932640538,1.0610628069799157,,0.40615221477653285,,0.15423407308514092,-0.1796498664534779,,1.5605404910849574,0.7515485012105737,1.5610574133868889
2000-06,1.1439578645856936,0.2680686517601381,0.7982778718948317,,,-1.5985165032925843,-1.3157345037381374,-1.478284088566788,1.0729124041984968,0.6029535305269641,-0.38590707103123795,-1.2499890917259262,-2.3292133804453043,1.4610800482863975,0.2761908183683436,-1.0089207490186671,1.271102932640538,0.9955518994760764,,0.3860897793110949,,0.03552280644792421,-0.04938897940712689,,0.7040632590781826,0.8552356907778863,1.5491013887829805
2000-07,1.1439578645856936,0.33713450243936643,0.8745507045414357,,,-1.5985165032925843,-1.2074005036179785,-0.6940613463283964,1.6238637101049764,0.5953184584672638,-0.3175649706504833,-1.28453490728859,-2.348931190682779,1.562916873432452,0.3277717434330042,-1.0761442516634365,1.1931250056515197,0.9701806832526882,1.0448483251378873,0.34040498260985036,,-0.244161457933933,0.1412147337852089,,-0.23329257785114976,0.7583611527417802,1.5811366410056056
2000-08,1.1439578645856936,-0.41932717736120434,0.794194820093863,,,-1.5054820304352183,-1.168650528409529,-0.6886219412171678,1.5439890074838893,1.5572079989933734,-0.28509328589933136,-1.28453490728859,-1.7676155529923105,1.5974318654922828,0.2651457427720075,-1.1135314940311192,1.099298414251246,1.046429787879548,1.0448483251378873,-0.7892065601526087,,-0.15021486181243715,0.1412147337852089,,-0.21051276559637325,0.7583611527417802,1.59493483983193
2000-09,1.1439578645856936,0.3737532109225207,0.7429983763216632,,,-1.5054820304352183,-1.16504959917841,-0.765411882862803,0.9884960597183942,1.5801141314472078,-0.2532398553023083,-1.28453490728859,-1.7473013470953531,1.451520212362496,0.9819147962076276,-1.0128594103834188,1.1772148277728476,1.107271178086931,1.0448483251378873,-0.6979179338676395,,-0.22234408899668204,0.1412147337852089,,0.6720188420752804,0.6290861737862531,1.6050085548606863
2000-10,1.0482555869859986,0.3719321672846714,0.6757477204397947,,,-1.5054820304352183,-1.2251423134757906,-1.3239720848539802,0.9532867454751931,1.4963918344290335,-0.3205055820516117,-1.28453490728859,-1.1810201631481358,1.373530431930688,0.9509018294821934,-0.7514362538847481,1.2479174688217083,1.1380553125783333,1.0448483251378873,-0.7010163101954026,,-0.3674523250661311,0.1412147337852089,0.7863106372781049,1.5763236812121424,0.34385358134158284,1.577337502763261
2000-11,0.24458075476860555,1.155422777947015,0.6248817838081812,,,-1.4399191979186925,-1.280214336112393,-0.40151716386491765,0.9537329801860613,0.36852645030152664,-0.338785359634317,-1.3953281744789965,-1.240481641171168,1.2659007905259467,1.018354901103106,-0.7514362538847481,1.270434583098243,1.018269321642322,1.3312244732852203,-0.6397923355086663,,-0.4143463583717044,0.24881697072472497,0.7863106372781049,1.5959008419487115,0.07484753120089113,1.5778018065831159
2000-12,0.9891174420726879,0.8195093521856393,0.4906628764787058,,,-1.3550050586238085,-1.167550755776746,-0.208558016512713,1.396120817904417,-0.6580376691167107,-0.6159873936741566,-1.3953281744789965,-1.1295664669447725,1.3742412803521775,1.018354901103106,-0.7514362538847481,1.177937767250486,0.8688699167386237,0.6731454146507535,-0.7736358852801228,,-0.7859874171926657,0.24881697072472497,0.7863106372781049,0.7284258178620298,0.145818695088249,1.4467127987849102
2001-01,1.0799962577456745,0.6643229348808105,0.31342018925943294,,,-1.3930690143892939,-1.0247423078984093,-0.04474502554532685,1.4290008553322706,-0.8575431545641397,-0.9262877824120382,-1.3953281744789965,-1.0313144363819748,1.4905183258615313,1.018354901103106,-0.7514362538847481,1.1347529220009622,0.8298022395999364,0.6560433333311758,-0.7522699078084986,,-0.6438385094743604,0.2777808115244865,0.7863106372781049,-0.12103643159038721,0.16688300104126355,1.2824482320516497
2001-02,1.0928234763106615,-0.19132645056891553,0.061014387750600044,,,-1.3930690143892939,-1.0034966434674941,-0.6744512845557065,1.3282658996225938,0.003418948387226612,-1.2087872099130033,-1.3953281744789965,-0.7834373237184266,1.4677720860909698,1.0580263637510194,-0.40768685122608084,1.0463939871889048,0.9397030767065461,0.11654889895309267,-0.8058065718542233,,-0.7052388498171696,-0.669694175050298,0.8430570429857774,-0.058640609951377945,0.17678020445942177,1.0968535674433086
2001-03,1.1887443976370893,-0.7389751431853048,0.0011207856111423117,,,-1.3930690143892939,-0.9797180291599052,-0.5654400194851609,1.3136249301308476,0.7647185234508339,-1.1318952444254622,-1.2345735341235446,-0.5796697874330884,1.260281010356824,1.1114963804459055,-0.40768685122608084,1.2141948262861495,1.0257176604116427,0.8364010651354127,-0.708561716381001,,-0.39712364978282255,-0.5929226988528646,0.9886615628414298,0.8320697751145628,-0.29782172691205483,0.9534570368622066
2001-04,1.0372912466834303,-0.7108309469564342,0.04261348436113021,,,-1.2782875429575102,-0.8714791591232478,-0.3789945171365988,1.1549689734347288,0.6414544226238893,-1.0038562632032328,-1.017579020389438,-0.37354704331107663,1.1815068192899187,1.0120051961963994,-0.40768685122608084,1.1682399754504904,1.012590852610815,0.9017458135521178,-0.8211930287924707,-0.892139926598835,-0.23082348211864917,-0.6778855753433027,1.0285659757176984,1.68242711458337,-0.3863229989441062,0.7310624185532149
2001-05,0.9754428505364988,-0.7432742989396511,0.12350827355976605,,,-1.1998642798955264,-0.6758058617078938,0.3833859837049053,1.1462544688090295,-0.35641327631062814,-0.7566512994458575,-0.793323788061037,-0.30375101771353963,1.1833306603952412,0.9360567709150254,-0.21833934438199917,1.2447198329293372,0.9554843929931686,0.8685671011277555,-0.8069039511811028,-0.892139926598835,-0.13556476007671425,-0.36869112822115296,0.431878792608255,1.5001350695631446,-0.46112672762599566,0.5143262013050718
2001-06,-0.02840497074636162,0.1387948863262314,-0.1182065616605795,,,-1.0823856502974456,-0.7235986814958887,0.38101388175083056,0.9926895801629001,-0.3449115428125995,-0.7611175082246776,-0.8181283816322329,-0.3174781033027084,1.1179963098621981,0.1115146779441982,-0.19736948622151623,0.9934869457094746,1.0124492133242302,0.26415825380890456,-0.8599708047743466,-0.892139926598835,-0.08068231440685801,-0.36869112822115296,-0.1897575245650442,1.4172905271175682,-0.31611114603223195,0.42746742553261297
2001-07,0.2529116309775413,0.10923345110555076,-0.3910334174139451,,,-1.1468823048890893,-0.8323009606149107,0.6088423474428507,0.998077971714435,-0.3165956897632425,-0.7720769336514631,-0.7303642461355065,-0.3318378499873286,0.23060722084983343,0.06285521437629264,-0.5122955438427378,1.030174275917771,1.0905821519586478,0.19880670615097012,-0.7119866315248963,-0.892139926598835,-0.21062619639872535,-0.36869112822115296,-0.22923530508900447,0.5474284430029763,-0.3273103349642395,0.4580186605037142
2001-08,0.2529116309775413,0.5274918765817788,-0.7250791014768605,,,-1.1789390615251236,-1.0188152353515958,0.6088423474428507,0.3251621623017338,0.4622442227560513,-1.055392988139821,-0.7303642461355065,-0.2911271381949195,0.01572409930436952,-0.06083626378367148,-0.8277573204614067,1.030174275917771,1.2387892749005847,0.8992659606621294,-0.6006081333619122,-0.892139926598835,-0.1032685169782331,-0.36869112822115296,0.49659671344021483,0.5710887866083608,-0.4367663249799266,0.38268292204208865
2001-09,0.41462109872358566,-0.10729786375864407,-1.0245559521562362,,,-1.1789390615251236,-0.9000366648372761,0.6088423474428507,-0.15211959482459173,-0.6396008501669905,-1.1420168425184887,-0.5347855622867664,-0.2990900809096321,0.17068320708127208,0.5297777473432168,-1.1078359568705383,1.030174275917771,1.3062278049354035,1.0616425778224874,-0.5431935443079425,-0.892139926598835,-0.21209886959000643,-0.20976891572653464,1.2478685420212765,0.6624605127203979,-0.6407700149261438,0.23345161823185037
2001-10,1.516157862828931,0.21854239961481886,-1.427451096312938,,,-1.1789390615251236,-0.8875357051475063,0.8611614657469995,-0.7869208660854147,-0.6039115597212988,-1.3170727511889841,-0.5347855622867664,-0.2497798121804601,0.8348581077257156,0.44937265466221266,-1.1078359568705383,1.030174275917771,1.361750153728091,1.0616425778224874,-0.5819462544839292,-1.0004214030629897,0.01483857534889299,-0.20976891572653464,1.3200559051820568,1.505187562072097,-0.7075188546855303,0.061137115908215696
2001-11,1.4928945555090973,0.2129497590218956,-1.7135297425449392,,,-1.1789390615251236,-0.8043497539506581,2.063195067454818,-0.3848796278133058,-0.6456411282716106,-1.2763856591275808,-0.2265580331591013,-0.05352888267632131,0.894600480358499,0.44937265466221266,-1.1078359568705383,0.9933700710015947,1.4222257729023136,1.0616425778224874,0.49365274508019114,-1.0004214030629897,0.13189028119843957,-0.20976891572653464,1.3217080825039231,1.4462893976845004,-0.6844289976596695,-0.06625321039875476
