Date,Country,CPI,IP,LongRate,ShortRate,Stocks,Inflation_YoY,Inflation_MoM,IP_Growth_YoY,Term_Spread,Real_Short_Rate,Real_Stock_Return
1980-02-01,USA,33.3309425062337,50.0474545527561,12.41,14.13,3.39785344189489,13.24469898433967,1.273902577742752,0.12727064080518571,-1.7200000000000006,0.88530101566033,-3.2183575254969976
1980-03-01,CAN,0.709219858156048,62.6873382925829,13.22,11.3571,-18.0153061689881,-37.9216882033197,-52.27163702874781,-2.8159675390041485,1.8628999999999998,49.2787882033197,-2250.313455965298
1980-03-01,DEU,49.4063276633672,62.0706944096264,9.4,8.61,-4.8220003767188,5.861052244473481,0.5708864220321084,5.137832478596749,0.7900000000000009,2.748947755526518,-2303.1559794160776
1980-03-01,FRA,1.15546218487395,87.2192996145272,14.44,12.958,-10.5831533353974,24.980830668892185,8.475041958932538,1.191274458911867,1.4819999999999993,-12.022830668892185,-2311.0601349529784
1980-03-01,GBR,1.36655948553053,56.2122406094037,14.93,17.19,-3.27342747111682,51.83534882574373,-4.315494647384248,-6.687224448379148,-2.2600000000000016,-34.645348825743724,-2298.2695983466615
1980-03-01,USA,33.7950442373332,49.6191288865653,12.75,17.19,-9.88656723256054,13.621020483454979,1.382800160729343,-1.2155373592297907,-4.440000000000001,3.5689795165450224,-2303.967893154775
1980-04-01,CAN,0.704225352112663,61.2419770756939,12.56,19.3571,4.02485563924834,-8.82926071456783,-0.7067167223138733,-3.4589672278063333,-6.797099999999999,28.18636071456783,-2301.8783762717317
1980-04-01,DEU,49.500077810736,61.4690398596139,9.4,9.05,-1.54363744310311,5.448818528406957,0.18957351648987542,0.983614487671253,0.34999999999999964,3.601181471593044,-114.0942985663109
1980-04-01,FRA,1.24610591900311,87.7167480985332,13.95,12.402,1.93236715592941,23.42080589699148,7.552299998286513,4.499893803655824,1.548,-11.018805896991482,-2310.137392992332
1980-04-01,GBR,3.4099920697859,55.0564749146309,14.42,16.92,-1.52621101526211,69.0566533966458,91.44137089715683,-7.5334046825400165,-2.5000000000000018,-52.1366533966458,-167.74630979625476
1980-04-01,USA,34.1325727690419,48.6182057365009,11.47,17.61,-1.77682577974114,13.618367956525084,0.9937969990132492,-1.5419570223532326,-6.139999999999999,3.9916320434749153,-172.6286458009604
1980-05-01,CAN,1.16550116550118,59.1557200928798,11.4,17.25,5.4440540554994,13.549624425545236,50.380805110737505,-9.023105545061329,-5.85,3.700375574454764,-20.17730811978444
1980-05-01,DEU,49.7813282528424,61.3687641012785,8.3,9.8,2.43216080402012,5.815592015707322,0.5665737535676196,1.6474837203504604,-1.5,3.9844079842926785,-2303.1516667476135
1980-05-01,FRA,0.820512820512831,85.6440461084918,13.49,12.615,6.39810426804251,-26.480201597941754,-41.784916730786904,-1.8995184650480421,0.875,39.09520159794175,161.51051486407653
1980-05-01,GBR,0.920245398773008,54.5311268715524,14.11,17.01,1.01078167115904,14.799681425289188,-130.98248724272432,-9.548532649012136,-2.900000000000002,2.210318574710813,-2171.6026057513213
1980-05-01,USA,34.4701013007506,47.1847664525121,10.18,10.98,4.98269204987547,13.47561325204196,0.9840177801511354,-5.934900293135755,-0.8000000000000007,-2.4956132520419594,-2303.569110774197
1980-06-01,CAN,1.15207373271889,58.8345287113489,11.28,14.9286,4.54524706729623,82.71824784609213,-1.1587615172403845,-8.455465567564406,-3.6486,-67.78964784609212,-16.885431254602278
1980-06-01,DEU,49.9688285475801,60.6668337929305,8.1,10.04,2.39403453689168,5.594515609447531,0.3759402923907073,-1.639380977567774,-1.9399999999999995,4.445484390552468,-1.9559451446705618
1980-06-01,FRA,0.712105798575792,84.7320572321211,13.34,12.427,0.148478094069517,-15.074666130687387,-14.17030417738497,-3.708644090586663,0.9130000000000003,27.501666130687386,-362.161654289926
1980-06-01,GBR,0.949848024316104,54.4260572629367,13.78,18.32,4.53635757171448,-59.0140949706437,3.1661625121583064,-11.477551459242818,-4.540000000000001,77.33409497064369,146.97388045770322
1980-06-01,USA,34.8076298324593,46.4386636498625,9.78,9.47,6.59140303842718,13.33582474418558,0.9744291474678141,-7.645076376411876,0.3099999999999987,-3.865824744185579,27.005162129664285
1980-07-01,CAN,0.683371298405486,59.1832295399091,11.6,10.7857,6.59907342275695,-9.553799618526101,-52.22805027407258,-7.8006451957307075,0.8142999999999994,20.3394996185261,89.51276650328946
1980-07-01,DEU,50.0625786949489,61.0679368262722,7.9,9.8,2.74051360674586,4.99143913817135,0.18744147943499087,-1.62870049746986,-1.9000000000000004,4.808560861828651,13.329090228761908
1980-07-01,FRA,1.41414141414141,85.5611380262564,13.43,12.044,-1.2601927297114,6.662620456804993,68.60513575784681,-5.277744283604977,1.3859999999999992,5.381379543195007,-2371.1902287518924
1980-07-01,GBR,0.828001505457279,52.9550827423168,13.08,17.67,6.25398851308231,-165.33945813726208,-13.728702482448934,-12.306009275722687,-4.590000000000002,183.00945813726207,45.83820540655286
1980-07-01,USA,34.8498208989229,45.9761158305145,10.25,9.03,4.7874515449941,12.355023937854273,0.12113871862975319,-8.741601986527444,1.2200000000000006,-3.325023937854274,-32.097938389629014
1980-08-01,CAN,1.13122171945701,58.9966113992511,12.38,9.6607,0.938845352192167,151.45801189754386,50.401515476343285,-8.685383464979893,2.7193000000000005,-141.79731189754386,-245.4048910937266
1980-08-01,DEU,50.2500789896865,61.3687641012785,7.8,8.92,0.671516508114152,4.972343535242909,0.3738322110606494,0.4914014802429605,-1.12,3.947656464757091,-141.01003520452696
1980-08-01,FRA,0.99601593625499,85.5611380262564,13.46,11.321,0.525525526733077,-3.894359929232863,-35.051459374423885,-5.277744283604977,2.139000000000001,15.215359929232863,-2267.533633619622
1980-08-01,GBR,0.223964165733478,52.3246650906225,13.7,16.36,0.360360360360376,-125.50674757592513,-130.75289079150724,-8.834916983129034,-2.66,141.86674757592513,-154.6341261585922
1980-08-01,USA,35.1029672977044,46.294491605221,11.1,9.61,3.37442637443247,12.124454863187314,0.7237667300229942,-6.810195365766232,1.4900000000000002,-2.5144548631873143,-35.70105538577143
1980-09-01,CAN,0.671140939597303,60.9646521096962,12.59,8.9286,1.89494186229996,-39.13041051187018,-52.20743363018767,-4.844340147448465,3.6614000000000004,48.059010511870184,122.43670023290451
1980-09-01,DEU,50.3438291370554,58.861870142893,8.1,9.27,-1.0746711135816,4.767346946935775,0.1863933438064284,-3.5150062138069504,-1.17,4.502653053064225,-2302.771486337852
1980-09-01,FRA,0.887573964497029,83.7371602735151,13.85,11.373,1.56833462213607,4.714268066121924,-11.527139955730421,-6.20556864970596,2.4770000000000003,6.658731933878076,120.86422194511574
1980-09-01,GBR,0.633147113594053,51.2739690044654,13.47,16.32,2.21424296828244,-45.314706946137235,103.92167374298444,-10.125373370517464,-2.8499999999999996,61.634706946137236,77.63445798054207
1980-09-01,USA,35.3983047629495,47.0715240506658,11.51,10.87,3.16724917235419,12.016967163411548,0.8378265645997279,-5.250507996200966,0.6400000000000006,-1.1469671634115493,-7.17401702077072
1980-10-01,CAN,0.888888888888888,61.816701469035,12.76,13.8929,-0.880072919063364,18.724767513000543,28.099308430100184,-3.646772490131731,-1.1328999999999994,-4.831867513000544,-2330.684401424146
1980-10-01,DEU,50.531329431793,59.0624216595638,8.3,9.01,0.936504963476302,4.749230545383294,0.37174764001316885,-2.183126165723442,-0.7099999999999991,4.260769454616706,-2302.956840634059
1980-10-01,FRA,1.0752688172043,83.4055279633856,14.27,11.221,7.35294110462368,-10.398971352404653,19.18341136616661,-5.433644952479773,3.0489999999999995,21.619971352404654,135.32519636785182
1980-10-01,GBR,0.629163582531452,50.4334121355398,13.2,17.34,1.87353629976581,-49.21064573415031,-0.6311511577207903,-13.248918304607823,-4.140000000000001,66.55064573415031,-16.07713440203988
1980-10-01,USA,35.7358332946582,47.911313739072,11.75,12.81,2.80647897941964,11.896437070221554,0.9489988184848209,-3.992505488412637,-1.0600000000000005,0.9135629297784469,-13.042276496178985
1980-11-01,CAN,1.32158590308371,61.86428537741,13.03,11.9107,7.23522978371982,30.35250697651966,39.661549283119015,-2.7067931134713468,1.119299999999999,-18.441806976519658,-2342.2466422771645
1980-11-01,DEU,50.8125798738994,60.3660065179243,8.6,8.76,-2.8205604008165,4.915923595808208,0.5550430530648157,-2.623101214886885,-0.16000000000000014,3.8440764041917914,-2303.1401360471104
1980-11-01,FRA,0.676982591876212,83.3226198811503,14.24,10.738,-1.23287668624695,3.2976989433011563,-46.268041285979955,-5.386039117335858,3.5020000000000007,7.440301056698843,-2256.3170517080657
1980-11-01,GBR,0.809121000367779,50.2232729183084,13.34,15.29,3.79310344827586,-9.677888422608634,25.155718318977893,-15.653874066364235,-1.9499999999999993,24.96788842260863,45.37996381768589
1980-11-01,USA,36.1155528928305,48.7599832281518,12.68,15.85,3.96029685692978,11.895194286136688,1.05696814896883,-1.921832457824713,-3.17,3.954805713863312,33.3818639428855
1980-12-01,CAN,0.434782608695644,62.5720960144873,12.94,18.9643,-5.55858514796668,-10.536051565786057,-111.17415801099287,-0.13180629947329708,-6.024300000000002,29.500351565786058,-2191.410934983053
1980-12-01,DEU,51.1875804633747,59.9649034845826,8.8,9.16,-0.992934886385308,5.264373348542188,0.7352974305259394,-5.845820048659405,-0.35999999999999943,3.895626651457812,-105.13787529161345
1980-12-01,FRA,0.960614793467814,83.5713441184503,14.31,10.875,-4.02219136692181,20.711222191368158,34.99279303921277,-4.940700878908142,3.4350000000000005,-9.836222191368158,83.25487318400475
1980-12-01,GBR,0.547245530828155,49.4877856579984,13.78,13.83,-3.54374307862676,-26.764677189663566,-39.10509039264349,-18.55012097113351,-0.05000000000000071,40.594677189663564,-2263.4800026014022
1980-12-01,USA,36.4530814245392,48.9581324881226,12.84,18.9,-1.86661293250554,11.648179929841264,0.9302392662313631,-1.7828887643966,-6.059999999999999,7.251820070158734,-2303.515332260277
1981-01-01,CAN,1.51515151515152,62.6293454042509,12.82,18.2857,-1.85304359324724,114.78833376749138,124.8424566896792,-1.5046027850868235,-5.465699999999998,-96.50263376749137,-234.69387001921567
1981-01-01,DEU,51.4688309054812,59.4635246929055,9.0,9.09,-0.308582449373198,5.812319925004819,0.5479465764626453,-5.734576747047351,-0.08999999999999986,3.277680074995181,-117.41554884903654
1981-01-01,FRA,1.1417697431018,83.5713441184503,14.58,10.736,-7.51445090375086,-52.86384780888751,17.276125453197107,-4.462428051975488,3.8439999999999994,63.59984780888752,45.22398290448491
1981-01-01,GBR,0.616835994194497,49.4877856579984,13.97,13.9,-3.2146957520092,-138.51388458651152,11.970560712328059,-16.411001973001742,0.07000000000000028,152.41388458651153,-21.715642318330463
1981-01-01,USA,36.7906099562479,48.7525002500562,12.57,19.08,-0.578473865516026,11.149550422534183,0.9216655104924047,-2.719950141291517,-6.509999999999998,7.930449577465815,-118.07040872650884
1981-02-01,CAN,1.06609808102345,63.3148510842775,13.3,14.7857,-2.117072206803,-11.512133592152052,-35.15101139857606,1.810604715174173,-1.4856999999999996,26.297833592152053,48.47147408416765
1981-02-01,DEU,51.7500813475876,60.6668337929305,9.8,10.38,-1.23815051267171,5.205636195605291,0.5449604767563802,-3.2523191705560985,-0.5800000000000001,5.1743638043947096,138.39353518199061
1981-02-01,FRA,0.940733772342436,84.6491491498858,15.05,10.913,5.23437499993378,-12.08451037655728,-19.367456425893494,-3.8429320525663786,4.1370000000000005,22.99751037655728,-2283.217636568152
1981-02-01,GBR,0.901550667147489,50.013133701077,13.84,14.13,3.79596678529064,-45.909023797850416,37.95130673297308,-13.169146570251483,-0.2900000000000009,60.03902379785042,-2340.5363997270188
1981-02-01,USA,37.1281384879566,48.5011719590861,13.19,15.93,-3.57743981853561,10.788896201118693,0.9132483563272693,-3.138368462476372,-2.74,5.141103798881307,181.28768361906793
1981-03-01,CAN,1.26582278481013,63.3155945828459,13.37,18.7679,7.04558801938041,57.931203791112175,17.171700354516414,0.9972172588192206,-5.397900000000002,-39.16330379111217,-2319.756793348562
1981-03-01,DEU,52.2188320844317,60.1654550012534,10.2,11.97,1.19490695396669,5.536469138592082,0.901719365018886,-3.117561746844938,-1.7700000000000014,6.4335308614079185,-2303.4868123590645
1981-03-01,FRA,0.931966449207823,82.742263324315,14.98,11.718,4.08314774798048,-21.495888764366427,-0.9363364288765939,-5.269511696457894,3.2620000000000005,33.21388876436643,-23.90158863483782
1981-03-01,GBR,1.5010721944246,49.5928552666141,13.66,14.28,1.77142857142854,9.388339230086984,50.981868380553166,-12.528776131045124,-0.6199999999999992,4.891660769913015,-127.1971491035837
1981-03-01,USA,37.3812848867381,48.6567181304328,13.12,14.7,3.99888419831017,10.085600353672177,0.6795043132828366,-1.9586532251800917,-1.58,4.614399646327822,-2303.2645973073286
1981-04-01,CAN,0.625000000000003,64.4576083838446,14.25,16.9471,-1.14226687468926,-11.934675763254285,-70.57259627668033,5.117491904347819,-2.697099999999999,28.881775763254282,-2232.012496717365
1981-04-01,DEU,52.5000825265382,59.7643519679117,10.0,11.31,4.35540069686413,5.884050002293381,0.5371543801911732,-2.8124268870861937,-1.3100000000000005,5.42594999770662,128.79767511721894
1981-04-01,FRA,1.38504155124655,83.0738956438503,14.97,12.233,-5.56348076085147,10.570671611135788,39.61886037378873,-5.438233081367298,2.737,1.6623283888642124,-2342.2039533678344
1981-04-01,GBR,2.88732394366198,50.013133701077,13.66,11.69,7.13082537900058,-16.637986361964334,65.41504530510551,-9.60738300896205,1.9700000000000006,28.327986361964335,73.84902125503083
1981-04-01,USA,37.592240219056,48.9264046609974,13.68,15.72,1.50310840899532,9.654551041231677,0.5627476865727505,0.6319158973874222,-2.040000000000001,6.065448958768323,-98.41076120728125
1981-05-01,CAN,0.828157349896479,63.9594643430444,15.34,15.8571,2.8091032461423,-34.17032860387795,28.145152270113847,7.8076222440729826,-0.517100000000001,50.02742860387795,-2330.7302452641597
1981-05-01,DEU,52.6875828212758,60.1654550012534,10.5,11.83,-0.426636987571873,5.673982865175303,0.35650661644954806,-1.9802627296180324,-1.33,6.1560171348246975,-2302.9415996104954
1981-05-01,FRA,0.910746812386165,83.9029764379857,17.25,16.028,-17.7492447128904,10.433540024257724,-41.922048317664974,-2.0538619287855404,1.2220000000000013,5.594459975742275,157.93394982982932
1981-05-01,GBR,0.650239561943856,49.1725768321513,14.4,11.16,0.838574423480093,-34.729952044563625,-149.0744529253236,-10.343558724824192,3.24,45.88995204456363,-64.9734403684136
1981-05-01,USA,37.8453866178375,49.1610708540747,14.1,18.52,-1.70447428532146,9.341676719879159,0.6711434587986117,4.103097164901573,-4.42,9.178323280120841,-2303.2562364528444
1981-06-01,CAN,1.64271047227926,64.2769382317335,14.76,19.2857,-0.425519352906911,35.47840402635538,68.48997111299293,8.847200245582625,-4.525699999999999,-16.19270402635538,-2371.0750641070385
1981-06-01,DEU,52.8750831160134,59.0624216595638,10.5,11.93,2.58941877794335,5.653282733221318,0.3552401604367258,-2.680227437925371,-1.4299999999999997,6.2767172667786815,-2302.9403331544822
1981-06-01,FRA,0.992779783393489,83.488436036215,17.32,19.933,-6.33608814802691,33.22823765829768,8.624393456654964,-1.4785878088851874,-2.6129999999999995,-13.29523765829768,-111.63253315291101
1981-06-01,GBR,0.578034682080936,50.2232729183084,14.69,10.32,-2.2869022869023,-49.6668126920747,-11.770698135352758,-8.036450976802668,4.369999999999999,59.9868126920747,-2290.814394858693
1981-06-01,USA,38.1829151495462,48.9395747024456,13.47,19.1,0.672532467129916,9.255155736524348,0.8879081641130144,5.245398722089478,-5.630000000000001,9.844844263475654,-2303.4730011581587
1981-07-01,CAN,0.808080808080807,64.2442242947257,15.89,21.4107,-4.54146955059654,16.762372295823265,-70.94408200460467,8.205360853067589,-5.520699999999998,4.648327704176733,307.71363185424195
1981-07-01,DEU,53.3438338528575,59.5638004512409,10.5,11.98,1.63428363900491,6.34845951661355,0.8826182628272119,-2.49389483472515,-1.4800000000000004,5.63154048338645,-46.90550560396513
1981-07-01,FRA,1.69794459338694,83.239711798915,17.11,18.492,10.9803921557158,18.28958843678877,53.66648653633792,-2.750664581173202,-1.3820000000000014,0.202411563211232,-2356.2515795303834
1981-07-01,GBR,0.439486139283302,50.5384817441555,15.28,11.93,-1.38297872340425,-63.34087934077007,-27.402769131144318,-4.670899796560772,3.3499999999999996,75.27087934077008,-22.89308291836886
1981-07-01,USA,38.6048258141821,49.0296697587164,14.28,19.04,-2.36707931509957,10.232929175454196,1.0989121575596044,6.430357957481436,-4.76,8.807070824545804,-2303.684005151605
1981-08-01,CAN,0.801603206412824,60.4166936648159,16.45,21.5714,-3.42473046719022,-34.44397649880292,-0.8048333182829043,2.378544358716195,-5.121400000000001,56.01537649880292,-27.417954314633967
1981-08-01,DEU,53.625084294964,59.8646277262472,10.7,11.97,-0.232267286046096,6.500483030899683,0.5258557253467714,-2.4815169119723453,-1.2700000000000014,5.469516969100318,-2303.1109487193926
1981-08-01,FRA,1.23022847100176,83.239711798915,17.03,17.504,5.03533568536342,21.119192218660324,-32.221855592552345,-2.750664581173202,-0.4740000000000002,-3.6151922186603223,-45.74124006467133
1981-08-01,GBR,0.740491417031284,50.6435513527712,15.23,12.6,4.74649406688242,119.58279782122577,52.17078637048858,-3.265596297405223,2.630000000000001,-106.98279782122577,-2354.7558793645344
1981-08-01,USA,38.9001632794272,49.0246811066526,14.94,17.82,0.354436841347451,10.27127827353842,0.7621158281072125,5.730088514748561,-2.880000000000001,7.548721726461581,-2303.347208822153
1981-09-01,CAN,0.795228628230615,62.0702344808453,17.0,19.75,-13.4740043460084,16.965049696562744,-0.7984074348220084,1.7972335500364933,-2.75,2.784950303437256,137.7723526527753
1981-09-01,DEU,54.0000848844393,59.7643519679117,10.6,12.0,-3.74283667621777,7.010956618702632,0.6968669316093877,1.5215847237251683,-1.4000000000000004,4.989043381297368,277.2741599636333
1981-09-01,FRA,1.12847222222224,83.9029764379857,17.08,17.775,-0.588730026622096,24.01281230206391,-8.633519872326834,0.19782400778142725,-0.6950000000000003,-6.237812302063912,-2293.951573121719
1981-09-01,GBR,0.567991981289687,50.8536905700026,15.81,13.12,-6.5396498455201,-10.859550090973332,-26.520674169214647,-0.8230499136514919,2.6900000000000013,23.979550090973333,-2276.064418824831
1981-09-01,USA,39.2798828775995,48.8474841853494,15.32,15.87,-9.13502080686868,10.404857080986062,0.971405372047373,3.7034643075235127,-0.5499999999999989,5.465142919013937,-2303.556498366093
1981-10-01,CAN,0.986193293885611,61.4337997063304,16.76,19.25,-2.16627199456309,10.388013048740264,21.522271782277706,-0.6213410751699762,-2.4899999999999984,8.861986951259736,-204.29772276234434
1981-10-01,DEU,54.1875851791769,60.065179242918,10.2,11.3,-2.06511627906977,6.985829776338015,0.3466207976485444,1.6835414463862146,-1.1000000000000014,4.314170223661986,-59.81234671826175
1981-10-01,FRA,1.28755364806866,82.8251714065503,16.94,17.093,-7.10659897871522,18.017332825565877,13.187931889668567,-0.6982572016323033,-0.1529999999999987,-0.9243328255658767,235.8932026401449
1981-10-01,GBR,0.897009966777424,51.2739690044654,16.34,15.99,-6.94214876033055,35.46756827253626,45.69596720578881,1.6529301951209412,0.34999999999999964,-19.47756827253626,-39.72319494126891
1981-10-01,USA,39.4064560769902,48.3541064962477,15.15,15.08,1.51135406489717,9.777574357678656,0.32171609517742145,0.9199479499500757,0.07000000000000028,5.302425642321344,-2302.9068090892233
1981-11-01,CAN,0.781249999999999,60.4635340746225,14.93,18.9286,9.19723003115131,-52.569253510633274,-23.295717276254525,-2.2902599530095467,-3.9985999999999997,71.49785351063328,-2279.2893757177912
1981-11-01,DEU,54.4688356212834,59.8646277262472,9.9,10.81,-0.512917933130715,6.94847554122667,0.5176888179534611,-0.8340331916218725,-0.9100000000000001,3.8615244587733306,-139.80028434967997
1981-11-01,FRA,0.847457627118652,83.8200683557504,16.75,15.721,3.18761383836891,22.459528154740113,-41.8258459568057,0.5952398499828104,1.029,-6.738528154740113,-2260.75924703724
1981-11-01,GBR,1.05367138623642,50.9587601786183,15.72,15.64,7.10479573712254,26.4087429028139,16.096892949255547,1.4538158446025973,0.08000000000000007,-10.768742902813898,-2318.6819859433012
1981-11-01,USA,39.5752203428446,47.7422982071533,13.39,13.31,3.01168433669584,9.147957286448168,0.42735107773834125,-2.1092200819239255,0.08000000000000007,4.162042713551832,68.52200110512251
1981-12-01,CAN,0.387596899224799,60.0776583176444,15.0,12.8214,-2.87511990020328,-11.488027599842177,-70.09293210020175,-4.068139753731341,2.1785999999999994,24.309427599842177,-2232.492160893844
1981-12-01,DEU,54.656335916021,59.6640762095763,9.7,10.58,0.019094901661286,6.556821060558795,0.34364294985804333,-0.502934840500253,-0.8800000000000008,4.023178939441205,-2302.9287359439036
1981-12-01,FRA,0.58823529411765,85.1465976338917,16.44,15.464,0.882612536890175,-49.0446461429328,-36.511381258460155,1.8673761359163317,0.9760000000000009,64.5086461429328,-91.90277890096039
1981-12-01,GBR,0.619094167481263,49.6979248752298,16.0,13.55,2.26644555002764,12.335981974729608,-53.177851320727775,0.4237294475514996,2.4499999999999993,1.2140180252703932,-61.07787314579529
1981-12-01,USA,39.7017935422354,46.9499007133523,13.72,12.37,0.438432298539236,8.53703707813239,0.3193190579155871,-4.188440293118181,1.3500000000000014,3.83296292186761,-193.02425655177277
1982-01-01,CAN,0.772200772200785,58.7512568716927,15.82,14.5536,-8.56240789258227,-67.40261391131537,68.92787037820601,-6.392139833428713,1.2664000000000009,81.95621391131537,40.20083648795011
1982-01-01,DEU,54.8438362107586,59.6640762095763,9.8,10.1,-0.916380297823602,6.351340572232489,0.3424660881363511,0.33670065479035843,-0.29999999999999893,3.7486594277675103,-2302.927559082182
1982-01-01,FRA,1.08604845446951,83.7371602735151,16.42,15.248,9.2618595137163,-5.003362700747607,61.31740889538231,0.1982161157412509,1.1720000000000024,20.251362700747606,173.75997287100995
1982-01-01,GBR,0.582901554404134,49.9080640924612,15.94,14.23,2.21621621621623,-5.658486517120767,-6.023907779522332,0.8456710018222797,1.709999999999999,19.888486517120768,3.782764511815398
1982-01-01,USA,39.8283667416261,45.7862477329694,14.59,13.22,-5.42761627452203,7.933674223651938,0.3183026560119563,-6.277270511772426,1.3699999999999992,5.286325776348063,-2302.9033956500575
1982-02-01,CAN,1.14942528735631,59.0204033534385,15.66,12.8757,-6.46758930220325,7.525673735758896,39.777276248498175,-7.023671224436131,2.7843,5.350026264241104,-67.83507661223655
1982-02-01,DEU,54.9375863581275,59.4635246929055,9.7,10.06,2.79383429672446,5.977174329991882,0.17079423451574458,-2.0034059033114833,-0.3600000000000012,4.082825670008119,-2302.7558872285613
1982-02-01,FRA,0.991735537190077,83.7371602735151,16.29,14.564,3.9485766743339,5.279629654510062,-9.08446407063583,-1.0832208354224184,1.725999999999999,9.284370345489938,-76.17050208433797
1982-02-01,GBR,0.0321957501609885,51.063829787234,15.09,14.3,3.27868852459017,-333.2281782960747,-289.61838504598086,2.0790769669072167,0.7899999999999991,347.5281782960747,328.7826018214501
1982-02-01,USA,39.9549399410169,47.0925761623746,14.43,14.78,-2.56936377866785,7.33771857138255,0.31729270405785986,-2.9472591790344143,-0.34999999999999964,7.4422814286174495,-75.10146614793102
1982-03-01,CAN,1.32575757575758,57.9980928219455,14.95,15.5357,-4.99658956286574,4.626171781607376,14.272198400364896,-8.772153110155356,-0.585700000000001,10.909528218392623,-40.07698345462809
1982-03-01,DEU,54.9375863581275,59.4635246929055,9.4,9.83,2.00562324273665,5.075454964972986,0.0,-1.1735256218419954,-0.4299999999999997,4.754545035027014,-33.14600955345816
1982-03-01,FRA,1.22749590834698,83.5713441184503,16.35,15.716,-24.4699646710654,27.543471100733463,21.327505017346798,0.9970172311503558,0.6340000000000021,-11.827471100733463,-2323.9125980113927
1982-03-01,GBR,0.869005471515931,50.5384817441555,14.01,13.81,-0.460829493087564,-54.65855064466684,329.55149603196105,1.8888284520206295,0.1999999999999993,68.46855064466683,-2632.1365890260067
1982-03-01,USA,39.9549399410169,46.7533478220418,13.86,14.68,-3.47868616937964,6.658214258099707,0.0,-3.9904025828389837,-0.8200000000000003,8.021785741900292,30.29963736452876
1982-04-01,CAN,0.560747663551404,56.8501310323999,14.93,15.1429,-2.49774849952449,-10.848064299407081,-86.0468323576948,-12.558924829615354,-0.21289999999999942,25.990964299407082,16.710245719711025
1982-04-01,DEU,55.0313365054963,59.6640762095763,8.9,9.47,1.06578463800073,4.7088036098901584,0.17050302510835258,-0.16792615197195804,-0.5700000000000003,4.761196390109842,-63.39486097739154
1982-04-01,FRA,1.13177041228777,84.4004249125857,16.29,16.808,27.7192982475065,-20.194699687847802,-8.11931041479254,1.5841915429844236,-0.5180000000000007,37.0026996878478,-2294.4657825792533
1982-04-01,GBR,2.01021059349076,50.6435513527712,14.2,12.4,1.49176954732509,-36.20906126334311,83.86453468642924,1.252625981917916,1.799999999999999,48.60906126334311,-2386.449627680475
1982-04-01,USA,40.0815131404076,46.396659199486,13.87,14.94,4.85827361466328,6.411755712377641,0.31628914085066673,-5.308976673659818,-1.0700000000000003,8.528244287622359,-2302.9013821348963
1982-05-01,CAN,1.30111524163569,56.1861868108557,14.7,15.6429,-1.5818676243565,45.17738814262141,84.17060471214235,-12.957857265091635,-0.9428999999999998,-29.534488142621413,-129.84895833106447
1982-05-01,DEU,55.5000872423404,59.8646277262472,8.7,9.11,-1.87272727272728,5.2004784990315605,0.848181505590935,-0.5012541823543171,-0.41000000000000014,3.909521500968439,-2303.433274499637
1982-05-01,FRA,0.799360511590723,84.483332994821,16.13,16.407,-0.915750914977496,-13.04528883974499,-34.77263746956214,0.6893183380593924,-0.277000000000001,29.452288839744988,-2267.8124555244835
1982-05-01,GBR,0.719424460431646,51.2739690044654,13.89,13.13,4.00405473897619,10.111068001352834,-102.7543236606277,4.184710993549922,0.7599999999999998,3.018931998647167,201.4887738084605
1982-05-01,USA,40.4612327385799,46.2999791224911,13.62,14.45,0.151339855801792,6.68352128246424,0.9429090288852128,-5.9960557323126515,-0.8300000000000001,7.766478717535759,-347.8339512300029
1982-06-01,CAN,1.10091743119267,54.9735406458629,15.96,14.9657,-10.2961251706395,-40.020374403242634,-16.707791432871108,-15.634891768395102,0.9943000000000008,54.98607440324263,204.02393520484296
1982-06-01,DEU,56.0625881265533,58.0596640762096,9.1,9.02,-2.0196405410413,5.853650245257434,1.0084119066626007,-1.7123706078591059,0.08000000000000007,3.1663497547425656,6.543962353478816
1982-06-01,FRA,0.713719270420316,83.8200683557504,15.98,15.975,-9.14972273443238,-33.001916411980815,-11.332234115580855,0.3964326321187994,0.005000000000000782,48.97691641198082,241.50567959035766
1982-06-01,GBR,0.279503105590057,49.8029944838455,13.75,12.84,-0.194931773879151,-72.66204667044933,-94.54381280715492,-0.8403410796380847,0.9100000000000001,85.50204667044933,-2208.0412801868906
1982-06-01,USA,40.9253344696794,46.2661560614991,14.3,14.15,-5.91640098231177,6.9361127797503555,1.1404996613991258,-5.617564458484859,0.15000000000000036,7.213887220249645,-2303.725592655445
1982-07-01,CAN,0.544464609800365,54.1683316963306,16.1625,17.1271,3.2996780801873,-39.4859119036,-70.40961950496205,-17.059537385065585,-0.9645999999999972,56.6130119036,-2232.1754734890837
1982-07-01,DEU,56.2500884212909,55.9538731511657,9.3,9.02,-0.605143721633887,5.304922108981602,0.3338901265513966,-6.252035698133382,0.28000000000000114,3.7150778910183977,-120.85477396078029
1982-07-01,FRA,0.314960629921258,81.8302744479443,15.96,15.052,-3.25534078826423,-168.472608918726,-81.80420597040727,-1.7077260815673563,0.9080000000000013,183.524608918726,-21.538454984083828
1982-07-01,GBR,0.0309693403530599,49.8029944838455,13.35,12.68,-0.488281250000008,-265.2608484948768,-220.00157095557182,-1.465994841068553,0.6699999999999999,277.94084849487683,311.82576615611066
